customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,total_day,account_charges_monthly,account_charges_total
2834-spcjv,True,male,0,True,False,52,True,no,fiber optic,yes,no,no,no,yes,no,month-to-month,False,electronic check,2.79,84.1,4348.65
2839-rfsqe,True,female,0,False,False,2,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.64,20.65,38.7
2840-xanrc,True,male,1,True,False,24,True,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.1,93.15,2231.05
2842-bcqge,False,male,0,False,False,43,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,credit card (automatic),2.45,75.35,3161.4
2842-jtccu,True,male,0,False,False,2,True,no,dsl,no,no,no,no,no,no,month-to-month,False,bank transfer (automatic),1.34,46.05,80.35
2843-cqmeg,False,male,0,False,False,24,True,no,dsl,no,yes,no,no,no,no,month-to-month,True,mailed check,1.69,49.7,1218.25
2845-afftx,True,male,1,True,False,41,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.46,99.8,4259.3
2845-hsjcy,True,female,0,True,True,14,True,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,True,electronic check,3.0,87.25,1258.6
2845-kdhvx,False,female,0,True,False,64,True,no,dsl,no,yes,yes,yes,no,yes,two year,True,mailed check,2.28,68.3,4378.8
2848-yxsmw,False,male,0,True,True,72,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.63,19.4,1363.25
2851-mmutz,False,female,0,False,False,27,True,no,dsl,no,yes,no,yes,no,no,month-to-month,True,mailed check,1.78,56.15,1439.35
2851-sterv,False,male,1,False,False,35,True,no,dsl,no,no,yes,yes,yes,yes,one year,True,electronic check,2.35,73.0,2471.25
2853-cwqfq,False,male,0,False,True,1,True,no,dsl,no,no,no,yes,no,yes,month-to-month,True,mailed check,1.98,59.55,59.55
2856-hyapg,True,female,0,False,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,False,electronic check,2.29,68.65,68.65
2856-nnasm,True,male,1,False,False,43,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,True,mailed check,2.99,89.55,3856.75
2858-eimxh,False,female,1,True,False,53,True,yes,fiber optic,no,no,no,no,yes,yes,one year,True,credit card (automatic),3.15,95.85,5016.25
2858-mofsq,True,female,0,False,True,17,True,yes,dsl,no,no,yes,no,no,no,one year,True,mailed check,1.84,55.85,937.5
2860-ranus,True,female,1,False,False,20,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,credit card (automatic),2.88,85.8,1727.5
2862-jveoy,False,male,0,False,False,6,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.69,19.15,124.4
2862-pfnik,False,male,0,False,True,1,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,True,electronic check,0.82,24.7,24.7
2863-imqdr,False,female,0,False,False,61,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,False,electronic check,2.9,89.65,5308.7
2865-tchjw,True,female,1,False,False,4,True,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,True,electronic check,2.88,89.2,346.2
2866-ikbtm,False,female,0,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.65,19.55,19.55
2867-uimss,True,male,0,False,False,1,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,False,electronic check,2.68,80.5,80.5
2868-llskm,False,female,0,True,True,68,True,yes,fiber optic,no,yes,no,yes,no,no,one year,True,bank transfer (automatic),2.81,83.65,5733.4
2868-mzagq,True,male,0,False,False,1,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.64,79.25,79.25
2868-snelz,True,female,0,False,False,2,True,yes,fiber optic,no,no,yes,no,no,no,month-to-month,False,mailed check,2.6,80.6,155.8
2869-adawr,True,female,0,False,False,45,True,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,True,credit card (automatic),2.98,89.3,4016.85
2873-zliwt,True,female,0,True,True,40,True,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,True,electronic check,2.75,84.85,3303.05
2874-yxvva,False,female,0,False,False,34,True,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,True,electronic check,3.56,105.1,3634.8
2876-gzyzc,False,female,0,False,False,13,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,3.12,85.95,1215.65
2876-vbbbl,True,female,0,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,mailed check,0.68,20.25,20.25
2877-vduer,False,female,0,True,True,35,False,no phone service,dsl,no,no,no,yes,yes,no,one year,False,mailed check,1.32,40.9,1383.6
2878-dhmin,False,male,0,True,True,35,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,electronic check,0.63,19.9,666.0
2878-rmwxy,False,male,1,True,False,72,True,yes,fiber optic,yes,yes,yes,no,no,yes,two year,True,credit card (automatic),3.5,102.65,7550.3
2880-fpnae,False,male,1,True,False,2,True,no,fiber optic,no,no,yes,no,no,no,month-to-month,True,electronic check,2.34,74.2,140.1
2882-ddzpg,False,female,0,False,False,12,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,bank transfer (automatic),0.63,19.45,227.45
2882-wdtba,False,male,0,True,True,69,True,no,dsl,yes,yes,yes,yes,yes,no,two year,True,bank transfer (automatic),2.6,75.75,5388.15
2883-ilgwo,False,male,1,False,False,57,True,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,True,bank transfer (automatic),3.46,104.9,5913.95
2884-gbpfb,True,female,0,True,False,35,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.3,70.3,2416.55
2885-hijdh,False,male,0,True,True,69,True,yes,dsl,yes,no,yes,yes,yes,yes,two year,False,bank transfer (automatic),2.99,86.9,6194.1
2886-kefum,True,female,0,True,False,63,True,yes,fiber optic,no,yes,yes,no,yes,yes,one year,True,electronic check,3.64,107.5,6873.75
2887-jpylu,False,female,0,False,True,41,True,no,dsl,no,no,no,no,no,no,month-to-month,False,bank transfer (automatic),1.5,45.2,1841.9
2888-adfao,False,female,0,True,True,47,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,bank transfer (automatic),0.74,21.3,1041.8
2889-fpwrm,True,male,0,True,False,72,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,True,bank transfer (automatic),4.02,117.8,8684.8
2890-wfbhu,False,female,0,False,False,59,True,yes,dsl,yes,yes,yes,yes,no,yes,one year,False,credit card (automatic),2.7,79.85,4786.1
2892-gesul,False,female,0,True,True,18,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.57,19.35,309.25
2894-qojrx,True,female,0,True,False,25,False,no phone service,dsl,no,no,no,no,yes,no,month-to-month,True,bank transfer (automatic),1.14,34.0,853.0
2896-tbnbe,False,male,0,True,False,40,True,no,fiber optic,no,yes,yes,no,no,no,one year,False,electronic check,2.61,80.8,3132.75
2897-dovnd,False,male,0,False,False,2,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.44,69.8,146.65
2898-lsjgd,True,female,0,True,True,21,False,no phone service,dsl,yes,no,yes,no,yes,yes,one year,True,electronic check,1.84,55.95,1157.05
2898-mrkpi,False,male,0,True,True,68,True,yes,fiber optic,no,yes,no,no,yes,yes,one year,True,credit card (automatic),3.32,101.05,6770.5
2900-phpln,False,female,1,True,False,70,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.7,19.55,1462.05
2903-yytbw,False,male,0,True,True,1,True,no,dsl,no,no,no,no,no,no,month-to-month,False,electronic check,1.48,44.55,44.55
2904-gguaz,False,female,0,True,False,72,True,yes,fiber optic,yes,yes,no,no,no,no,two year,True,bank transfer (automatic),2.8,84.05,6052.25
2905-kfquv,False,female,0,True,False,2,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,credit card (automatic),2.58,70.4,154.8
2907-iljbn,False,female,0,True,True,11,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.71,20.6,233.9
2908-wgaxl,False,female,0,True,True,56,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.87,24.95,1468.9
2908-ztpnf,False,female,0,False,False,36,False,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,True,bank transfer (automatic),1.17,34.85,1267.2
2911-ijorq,False,male,0,False,False,37,True,yes,dsl,yes,yes,yes,yes,yes,yes,one year,True,bank transfer (automatic),3.03,90.6,3358.65
2911-urefd,True,female,0,True,False,39,False,no phone service,dsl,yes,no,yes,no,yes,yes,month-to-month,False,electronic check,1.87,55.9,2184.35
2911-wdxmv,False,male,0,False,True,18,True,yes,fiber optic,no,no,yes,no,no,no,month-to-month,True,credit card (automatic),2.6,80.55,1406.65
2916-bqzln,False,male,0,False,False,19,True,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,True,electronic check,2.9,84.75,1651.95
2919-hbcjo,True,female,0,False,False,4,True,no,fiber optic,no,yes,no,no,no,no,month-to-month,True,bank transfer (automatic),2.78,76.65,333.6
2920-rncez,False,male,0,True,True,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,credit card (automatic),2.33,69.95,69.95
2921-xwdjh,False,female,1,True,False,38,True,no,fiber optic,yes,no,no,no,no,yes,month-to-month,True,electronic check,2.76,83.45,3147.15
2924-khuvi,False,male,0,True,False,56,True,yes,fiber optic,yes,no,no,no,yes,yes,one year,True,electronic check,3.28,100.55,5514.95
2925-mxlsx,False,female,0,False,False,30,True,yes,dsl,no,yes,yes,no,yes,no,one year,True,credit card (automatic),2.27,68.95,2038.7
2925-vdzhy,False,male,0,True,True,72,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,False,credit card (automatic),3.01,88.7,6501.35
2926-jejjc,False,female,0,False,False,8,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,bank transfer (automatic),0.59,20.2,140.95
2927-cvult,False,female,0,True,True,53,True,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,True,bank transfer (automatic),3.5,104.05,5566.4
2927-qrrqv,False,male,0,True,False,46,True,yes,fiber optic,no,yes,yes,no,yes,no,one year,True,electronic check,3.12,94.65,4312.5
2928-hldba,False,female,0,False,False,6,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.63,20.7,112.75
2929-ercfz,True,female,0,True,True,8,True,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.24,94.2,777.3
2929-qnsrw,True,female,0,True,False,56,True,yes,fiber optic,no,yes,no,no,yes,yes,one year,True,electronic check,3.28,98.25,5508.35
2930-uotmb,True,female,0,False,False,31,True,yes,dsl,yes,no,yes,yes,no,no,month-to-month,False,credit card (automatic),2.14,65.25,1994.3
2931-fsohn,False,male,1,False,False,13,True,no,dsl,no,yes,no,no,yes,no,month-to-month,True,electronic check,2.02,59.9,788.35
2931-svltv,False,male,0,True,True,40,True,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,True,credit card (automatic),3.72,110.1,4469.1
2931-vuvjn,False,female,1,True,False,59,True,yes,fiber optic,yes,yes,yes,yes,no,no,one year,True,electronic check,3.1,94.05,5483.9
2931-xiqbr,False,female,0,True,True,50,True,no,fiber optic,no,no,yes,yes,yes,yes,one year,False,mailed check,3.44,103.05,5153.5
2933-filnv,True,female,0,True,True,2,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,True,mailed check,0.61,24.4,36.55
2933-xeujm,False,female,0,False,False,46,True,yes,dsl,yes,no,yes,no,yes,yes,two year,False,mailed check,2.6,79.2,3593.8
2937-fthur,False,female,0,False,True,18,True,yes,dsl,yes,no,no,no,no,yes,month-to-month,False,electronic check,2.16,64.8,1166.7
2946-kiqsp,False,female,0,False,False,35,False,no phone service,dsl,no,no,yes,yes,no,no,month-to-month,True,mailed check,1.12,33.45,1175.85
2947-domlj,True,male,0,False,True,1,True,no,dsl,yes,no,no,no,no,no,month-to-month,False,mailed check,1.69,50.6,50.6
2951-qoqtk,True,male,0,False,True,4,True,yes,fiber optic,no,no,no,yes,no,no,month-to-month,False,credit card (automatic),2.77,80.8,332.45
2952-qayzf,True,male,0,False,False,5,True,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,True,electronic check,2.83,85.3,424.15
2954-pibko,False,female,0,True,True,69,True,yes,dsl,yes,no,yes,yes,no,no,two year,True,credit card (automatic),2.06,64.15,4254.1
2955-bjzhg,True,male,0,True,True,17,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,False,electronic check,2.75,80.85,1400.85
2955-psxoe,True,female,0,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,bank transfer (automatic),0.67,20.2,20.2
2956-ggucq,True,male,1,True,False,24,True,yes,fiber optic,yes,no,no,no,no,no,month-to-month,True,electronic check,2.46,78.85,1772.25
2957-jirmn,False,female,1,False,False,62,True,yes,fiber optic,no,no,no,no,yes,no,one year,False,electronic check,2.67,84.45,4959.15
2957-lolho,True,male,0,False,False,12,True,no,dsl,no,no,no,no,no,no,month-to-month,True,bank transfer (automatic),1.44,45.4,518.9
2958-nhpps,False,male,0,False,False,23,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,electronic check,0.69,20.85,473.9
2959-eexwb,False,female,0,True,True,45,False,no phone service,dsl,yes,no,no,no,yes,yes,month-to-month,True,bank transfer (automatic),1.73,50.9,2333.85
2959-fenlu,False,female,0,False,False,9,True,no,fiber optic,no,no,yes,no,no,yes,month-to-month,True,credit card (automatic),2.89,85.3,781.4
2959-mjhic,True,male,0,True,False,4,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.56,80.35,307.4
2960-nkrso,False,male,0,False,False,24,True,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,True,electronic check,2.93,85.95,2107.15
2961-vnfkl,False,female,0,True,False,71,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.85,25.95,1801.9
2962-xpmcq,True,male,0,False,False,2,True,no,dsl,no,no,no,no,no,no,month-to-month,True,electronic check,1.64,45.15,98.5
2967-mxrav,False,male,0,True,True,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.63,18.8,18.8
2968-ssgaa,True,female,0,False,False,10,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.53,100.6,1060.2
2969-qwubz,False,female,0,False,False,2,False,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,False,electronic check,1.61,51.4,96.8
2969-vapyh,False,female,0,False,False,67,True,no,dsl,yes,yes,no,yes,no,no,one year,False,credit card (automatic),1.93,60.5,3870.0
2969-wghqo,False,female,0,True,True,7,True,no,dsl,yes,yes,yes,no,yes,no,one year,False,electronic check,2.27,69.45,477.05
